Camera,Datetime,Dir,EagleLabel,Image1,Image2,ROI,bbox,regionID
CAM74,2016:11:18 02:27:14,d:\photo_set_1\,0.0,743.0,744.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:27:15,d:\photo_set_1\,0.0,744.0,742.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:27:20,d:\photo_set_1\,0.0,745.0,746.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:27:21,d:\photo_set_1\,0.0,746.0,747.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:27:22,d:\photo_set_1\,0.0,747.0,745.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:27:24,d:\photo_set_1\,0.0,748.0,749.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:27:25,d:\photo_set_1\,0.0,749.0,750.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:27:26,d:\photo_set_1\,0.0,750.0,748.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:27:41,d:\photo_set_1\,0.0,751.0,752.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:27:42,d:\photo_set_1\,0.0,752.0,753.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:27:43,d:\photo_set_1\,0.0,753.0,751.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:19,d:\photo_set_1\,0.0,754.0,755.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:20,d:\photo_set_1\,0.0,755.0,756.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:21,d:\photo_set_1\,0.0,756.0,754.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:29,d:\photo_set_1\,0.0,757.0,758.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:30,d:\photo_set_1\,0.0,758.0,759.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:31,d:\photo_set_1\,0.0,759.0,757.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:34,d:\photo_set_1\,0.0,760.0,761.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:35,d:\photo_set_1\,0.0,761.0,762.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:36,d:\photo_set_1\,0.0,762.0,760.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:37,d:\photo_set_1\,0.0,763.0,764.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:38,d:\photo_set_1\,0.0,764.0,765.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:39,d:\photo_set_1\,0.0,765.0,763.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:40,d:\photo_set_1\,0.0,766.0,767.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:41,d:\photo_set_1\,0.0,767.0,768.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:42,d:\photo_set_1\,0.0,768.0,766.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:45,d:\photo_set_1\,0.0,769.0,770.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:46,d:\photo_set_1\,0.0,770.0,771.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:47,d:\photo_set_1\,0.0,771.0,769.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:48,d:\photo_set_1\,0.0,772.0,773.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:49,d:\photo_set_1\,0.0,773.0,774.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:50,d:\photo_set_1\,0.0,774.0,772.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:51,d:\photo_set_1\,0.0,775.0,776.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:52,d:\photo_set_1\,0.0,776.0,777.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:28:53,d:\photo_set_1\,0.0,777.0,775.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:14,d:\photo_set_1\,0.0,778.0,779.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:15,d:\photo_set_1\,0.0,779.0,780.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:16,d:\photo_set_1\,0.0,780.0,778.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:17,d:\photo_set_1\,0.0,781.0,782.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:18,d:\photo_set_1\,0.0,782.0,783.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:19,d:\photo_set_1\,0.0,783.0,781.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:24,d:\photo_set_1\,0.0,784.0,785.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:25,d:\photo_set_1\,0.0,785.0,786.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:26,d:\photo_set_1\,0.0,786.0,784.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:38,d:\photo_set_1\,0.0,787.0,788.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:39,d:\photo_set_1\,0.0,788.0,789.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:40,d:\photo_set_1\,0.0,789.0,787.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:46,d:\photo_set_1\,0.0,790.0,791.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:47,d:\photo_set_1\,0.0,791.0,792.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:29:48,d:\photo_set_1\,0.0,792.0,790.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:02,d:\photo_set_1\,0.0,793.0,794.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:03,d:\photo_set_1\,0.0,794.0,795.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:04,d:\photo_set_1\,0.0,795.0,793.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:13,d:\photo_set_1\,0.0,796.0,797.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:14,d:\photo_set_1\,0.0,797.0,798.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:15,d:\photo_set_1\,0.0,798.0,796.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:17,d:\photo_set_1\,0.0,799.0,800.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:18,d:\photo_set_1\,0.0,800.0,801.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:19,d:\photo_set_1\,0.0,801.0,799.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:21,d:\photo_set_1\,0.0,802.0,803.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:22,d:\photo_set_1\,0.0,803.0,804.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:23,d:\photo_set_1\,0.0,804.0,802.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:24,d:\photo_set_1\,0.0,805.0,806.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:25,d:\photo_set_1\,0.0,806.0,807.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:26,d:\photo_set_1\,0.0,807.0,805.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:43,d:\photo_set_1\,0.0,808.0,809.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:44,d:\photo_set_1\,0.0,809.0,810.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:45,d:\photo_set_1\,0.0,810.0,808.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:47,d:\photo_set_1\,0.0,811.0,812.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:48,d:\photo_set_1\,0.0,812.0,813.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:49,d:\photo_set_1\,0.0,813.0,811.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:54,d:\photo_set_1\,0.0,814.0,815.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:55,d:\photo_set_1\,0.0,815.0,816.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:56,d:\photo_set_1\,0.0,816.0,814.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:58,d:\photo_set_1\,0.0,817.0,818.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:30:59,d:\photo_set_1\,0.0,818.0,819.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:31:00,d:\photo_set_1\,0.0,819.0,817.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:31:00,d:\photo_set_1\,0.0,820.0,821.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:31:01,d:\photo_set_1\,0.0,821.0,822.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:31:02,d:\photo_set_1\,0.0,822.0,820.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:31:30,d:\photo_set_1\,0.0,823.0,824.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:31:31,d:\photo_set_1\,0.0,824.0,825.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:31:32,d:\photo_set_1\,0.0,825.0,823.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:31:42,d:\photo_set_1\,0.0,826.0,827.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:31:43,d:\photo_set_1\,0.0,827.0,828.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:31:44,d:\photo_set_1\,0.0,828.0,826.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:18,d:\photo_set_1\,0.0,829.0,830.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:19,d:\photo_set_1\,0.0,830.0,831.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:20,d:\photo_set_1\,0.0,831.0,829.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:37,d:\photo_set_1\,0.0,832.0,833.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:38,d:\photo_set_1\,0.0,833.0,834.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:39,d:\photo_set_1\,0.0,834.0,832.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:42,d:\photo_set_1\,0.0,835.0,836.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:43,d:\photo_set_1\,0.0,836.0,837.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:44,d:\photo_set_1\,0.0,837.0,835.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:45,d:\photo_set_1\,0.0,838.0,839.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:46,d:\photo_set_1\,0.0,839.0,840.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:32:47,d:\photo_set_1\,0.0,840.0,838.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:33:07,d:\photo_set_1\,0.0,841.0,842.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:33:08,d:\photo_set_1\,0.0,842.0,843.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:33:09,d:\photo_set_1\,0.0,843.0,841.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:33:26,d:\photo_set_1\,0.0,844.0,845.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:33:27,d:\photo_set_1\,0.0,845.0,846.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:33:28,d:\photo_set_1\,0.0,846.0,844.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:33:46,d:\photo_set_1\,0.0,847.0,848.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:33:47,d:\photo_set_1\,0.0,848.0,849.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:33:48,d:\photo_set_1\,0.0,849.0,847.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:09,d:\photo_set_1\,0.0,850.0,851.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:10,d:\photo_set_1\,0.0,851.0,852.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:11,d:\photo_set_1\,0.0,852.0,850.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:17,d:\photo_set_1\,0.0,853.0,854.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:18,d:\photo_set_1\,0.0,854.0,855.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:19,d:\photo_set_1\,0.0,855.0,853.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:22,d:\photo_set_1\,0.0,856.0,857.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:23,d:\photo_set_1\,0.0,857.0,858.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:24,d:\photo_set_1\,0.0,858.0,856.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:37,d:\photo_set_1\,0.0,859.0,860.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:38,d:\photo_set_1\,0.0,860.0,861.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:39,d:\photo_set_1\,0.0,861.0,859.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:41,d:\photo_set_1\,0.0,862.0,863.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:42,d:\photo_set_1\,0.0,863.0,864.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:34:43,d:\photo_set_1\,0.0,864.0,862.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:35:14,d:\photo_set_1\,0.0,865.0,866.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:35:15,d:\photo_set_1\,0.0,866.0,867.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:35:16,d:\photo_set_1\,0.0,867.0,865.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:35:37,d:\photo_set_1\,0.0,868.0,869.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:35:38,d:\photo_set_1\,0.0,869.0,870.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:35:39,d:\photo_set_1\,0.0,870.0,868.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:36:09,d:\photo_set_1\,0.0,871.0,872.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:36:10,d:\photo_set_1\,0.0,872.0,873.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:36:11,d:\photo_set_1\,0.0,873.0,871.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:36:24,d:\photo_set_1\,0.0,874.0,875.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:36:25,d:\photo_set_1\,0.0,875.0,876.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:36:26,d:\photo_set_1\,0.0,876.0,874.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:37:07,d:\photo_set_1\,0.0,877.0,878.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:37:08,d:\photo_set_1\,0.0,878.0,879.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:37:09,d:\photo_set_1\,0.0,879.0,877.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:37:35,d:\photo_set_1\,0.0,880.0,881.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:37:36,d:\photo_set_1\,0.0,881.0,882.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:37:37,d:\photo_set_1\,0.0,882.0,880.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:37:43,d:\photo_set_1\,0.0,883.0,884.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:37:44,d:\photo_set_1\,0.0,884.0,885.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:37:45,d:\photo_set_1\,0.0,885.0,883.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:38:17,d:\photo_set_1\,0.0,886.0,887.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:38:18,d:\photo_set_1\,0.0,887.0,888.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:38:19,d:\photo_set_1\,0.0,888.0,886.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:38:24,d:\photo_set_1\,0.0,889.0,890.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:38:25,d:\photo_set_1\,0.0,890.0,891.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:38:26,d:\photo_set_1\,0.0,891.0,889.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:38:54,d:\photo_set_1\,0.0,892.0,893.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:38:55,d:\photo_set_1\,0.0,893.0,894.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:38:56,d:\photo_set_1\,0.0,894.0,892.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:39:04,d:\photo_set_1\,0.0,895.0,896.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:39:05,d:\photo_set_1\,0.0,896.0,897.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:39:06,d:\photo_set_1\,0.0,897.0,895.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:39:24,d:\photo_set_1\,0.0,898.0,899.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:39:25,d:\photo_set_1\,0.0,899.0,900.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:39:26,d:\photo_set_1\,0.0,900.0,898.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:39:31,d:\photo_set_1\,0.0,901.0,902.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:39:32,d:\photo_set_1\,0.0,902.0,903.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:39:33,d:\photo_set_1\,0.0,903.0,901.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:40:12,d:\photo_set_1\,0.0,904.0,905.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:40:13,d:\photo_set_1\,0.0,905.0,906.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:40:14,d:\photo_set_1\,0.0,906.0,904.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:40:27,d:\photo_set_1\,0.0,907.0,908.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:40:28,d:\photo_set_1\,0.0,908.0,909.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:40:29,d:\photo_set_1\,0.0,909.0,907.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:10,d:\photo_set_1\,0.0,910.0,911.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:11,d:\photo_set_1\,0.0,911.0,912.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:12,d:\photo_set_1\,0.0,912.0,910.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:15,d:\photo_set_1\,0.0,913.0,914.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:16,d:\photo_set_1\,0.0,914.0,915.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:17,d:\photo_set_1\,0.0,915.0,913.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:43,d:\photo_set_1\,0.0,916.0,917.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:44,d:\photo_set_1\,0.0,917.0,918.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:45,d:\photo_set_1\,0.0,918.0,916.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:48,d:\photo_set_1\,0.0,919.0,920.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:49,d:\photo_set_1\,0.0,920.0,921.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:41:50,d:\photo_set_1\,0.0,921.0,919.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:42:14,d:\photo_set_1\,0.0,922.0,923.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:42:15,d:\photo_set_1\,0.0,923.0,924.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:42:16,d:\photo_set_1\,0.0,924.0,922.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:42:54,d:\photo_set_1\,0.0,925.0,926.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:42:55,d:\photo_set_1\,0.0,926.0,927.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:42:56,d:\photo_set_1\,0.0,927.0,925.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:43:04,d:\photo_set_1\,0.0,928.0,929.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:43:05,d:\photo_set_1\,0.0,929.0,930.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:43:06,d:\photo_set_1\,0.0,930.0,928.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:43:48,d:\photo_set_1\,0.0,931.0,932.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:43:49,d:\photo_set_1\,0.0,932.0,933.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:43:50,d:\photo_set_1\,0.0,933.0,931.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:43:55,d:\photo_set_1\,0.0,934.0,935.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:43:56,d:\photo_set_1\,0.0,935.0,936.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:43:57,d:\photo_set_1\,0.0,936.0,934.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:44:32,d:\photo_set_1\,0.0,937.0,938.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:44:33,d:\photo_set_1\,0.0,938.0,939.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:44:34,d:\photo_set_1\,0.0,939.0,937.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:44:38,d:\photo_set_1\,0.0,940.0,941.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:44:39,d:\photo_set_1\,0.0,941.0,942.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:44:40,d:\photo_set_1\,0.0,942.0,940.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:46:13,d:\photo_set_1\,0.0,943.0,944.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:46:14,d:\photo_set_1\,0.0,944.0,945.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:46:15,d:\photo_set_1\,0.0,945.0,943.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:46:16,d:\photo_set_1\,0.0,946.0,947.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:46:17,d:\photo_set_1\,0.0,947.0,948.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:46:18,d:\photo_set_1\,0.0,948.0,946.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:46:29,d:\photo_set_1\,0.0,949.0,950.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:46:30,d:\photo_set_1\,0.0,950.0,951.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:46:31,d:\photo_set_1\,0.0,951.0,949.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:46:59,d:\photo_set_1\,0.0,952.0,953.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:00,d:\photo_set_1\,0.0,953.0,954.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:01,d:\photo_set_1\,0.0,954.0,952.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:19,d:\photo_set_1\,0.0,955.0,956.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:20,d:\photo_set_1\,0.0,956.0,957.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:21,d:\photo_set_1\,0.0,957.0,955.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:37,d:\photo_set_1\,0.0,958.0,959.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:38,d:\photo_set_1\,0.0,959.0,960.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:39,d:\photo_set_1\,0.0,960.0,958.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:41,d:\photo_set_1\,0.0,961.0,962.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:42,d:\photo_set_1\,0.0,962.0,963.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:47:43,d:\photo_set_1\,0.0,963.0,961.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:49:04,d:\photo_set_1\,0.0,964.0,965.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:49:05,d:\photo_set_1\,0.0,965.0,966.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:49:06,d:\photo_set_1\,0.0,966.0,964.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:49:17,d:\photo_set_1\,0.0,967.0,968.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:49:18,d:\photo_set_1\,0.0,968.0,969.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:49:19,d:\photo_set_1\,0.0,969.0,967.0,"[(354, 454), (1443, 1202)]",,
CAM74,2016:11:18 02:49:28,d:\photo_set_1\,0.0,970.0,971.0,"[(354, 454), (1443, 1202)]",,
